PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Wu, SY; Hou, S				Wu, Shuang-Ye; Hou, Shugui			Impact of icebergs on net primary productivity in the Southern Ocean	CRYOSPHERE																													1994-0416	1994-0424				MAR 17	2017	11	2					707	722		10.5194/tc-11-707-2017								WOS:000398590200002						
J	Strong, JA; Elliott, M				Strong, James Asa; Elliott, Michael			The value of remote sensing techniques in supporting effective extrapolation across multiple marine spatial scales	MARINE POLLUTION BULLETIN																Elliott, Michael/B-4312-2013	Elliott, Michael/0000-0002-2519-4871												0025-326X	1879-3363				MAR 15	2017	116	1-2					405	419		10.1016/j.marpolbul.2017.01.028								WOS:000399507600056	28118970					
J	Jatiault, R; Dhont, D; Loncke, L; Dubucq, D				Jatiault, Romain; Dhont, Damien; Loncke, Lies; Dubucq, Dominique			Monitoring of natural oil seepage in the Lower Congo Basin using SAR observations	REMOTE SENSING OF ENVIRONMENT																													0034-4257	1879-0704				MAR 15	2017	191						258	272		10.1016/j.rse.2017.01.031								WOS:000397360500020						
J	Zhao, J; Temimi, M; Ghedira, H				Zhao, Jun; Temimi, Marouane; Ghedira, Hosni			Remotely sensed sea surface salinity in the hyper-saline Arabian Gulf: Application to landsat 8 OLI data	ESTUARINE COASTAL AND SHELF SCIENCE																													0272-7714	1096-0015				MAR 5	2017	187						168	177		10.1016/j.ecss.2017.01.008								WOS:000399624100018						
J	Lee, JK; Lee, I; Kim, JO				Lee, Jae Kang; Lee, Insu; Kim, Jung Ok			Analysis on Tidal Channels Based on UAV Photogrammetry: Focused on the West Coast, South Korea Case Analysis	JOURNAL OF COASTAL RESEARCH					2nd International Water Safety Symposium (IWSS)	JUN 22-24, 2016	Incheon, SOUTH KOREA	Coastal Educ & Res Fdn, Lifesaving Soc Korea, Sungkyunkwan Univ, Korea Atom Energy Res Inst																					0749-0208	1551-5036				SPR	2017					79		199	203		10.2112/SI79-041.1								WOS:000403856800041						
J	Cherukuru, N; Malthus, TJ; Sherman, BS; Hestir, EL; Devilla, RA				Cherukuru, Nagur; Malthus, Tim J.; Sherman, Brad S.; Hestir, Erin L.; Devilla, Rosangela A.			Optical response associated with changing summer biogeochemical conditions in a turbid lake	LIMNOLOGICA																Devilla, Rosangela/D-4004-2011; Cherukuru, Raghu Chandra Nagur/B-3563-2012	Devilla, Rosangela/0000-0003-2356-5891; cherukuru, Nagur/0000-0002-3617-5852												0075-9511	1873-5851				MAR	2017	63						83	96		10.1016/j.limno.2017.01.009								WOS:000401209800011						
J	DeVries, T; Weber, T				DeVries, Tim; Weber, Thomas			The export and fate of organicmatter in the ocean: New constraints from combining satellite and oceanographic tracer observations	GLOBAL BIOGEOCHEMICAL CYCLES																	DeVries, Tim/0000-0002-7771-9430												0886-6236	1944-9224				MAR	2017	31	3					535	555		10.1002/2016GB005551								WOS:000400695400006						
J	Kotilainen, AT; Kaskela, AM				Kotilainen, Aarno Tapio; Kaskela, Anu Marii			Comparison of airborne LiDAR and shipboard acoustic data in complex shallow water environments: Filling in the white ribbon zone	MARINE GEOLOGY																													0025-3227	1872-6151				MAR 1	2017	385						250	259		10.1016/j.margeo.2017.02.005								WOS:000398764600020						
J	Waga, H; Hirawake, T; Fujiwara, A; Kikuchi, T; Nishino, S; Suzuki, K; Takao, S; Saitoh, SI				Waga, Hisatomo; Hirawake, Toru; Fujiwara, Amane; Kikuchi, Takashi; Nishino, Shigeto; Suzuki, Koji; Takao, Shintaro; Saitoh, Sei-Ichi			Differences in Rate and Direction of Shifts between Phytoplankton Size Structure and Sea Surface Temperature	REMOTE SENSING																	Suzuki, Koji/0000-0001-5354-1044; Takao, Shintaro/0000-0002-0118-6447												2072-4292					MAR	2017	9	3							222	10.3390/rs9030222								WOS:000398720100036						
J	Trasvina-Moreno, CA; Blasco, R; Marco, A; Casas, R; Trasvina-Castro, A				A. Trasvina-Moreno, Carlos; Blasco, Ruben; Marco, Alvaro; Casas, Roberto; Trasvina-Castro, Armando			Unmanned Aerial Vehicle Based Wireless Sensor Network for Marine-Coastal Environment Monitoring	SENSORS																													1424-8220					MAR	2017	17	3							460	10.3390/s17030460								WOS:000398818700033						
J	Peng, F; Effler, SW				Peng, Feng; Effler, Steven W.			Characterizations of calcite particles and evaluations of their light scattering effects in lacustrine systems	LIMNOLOGY AND OCEANOGRAPHY																													0024-3590	1939-5590				MAR	2017	62	2					645	664		10.1002/lno.10451								WOS:000397875700017						
J	Roddewig, MR; Pust, NJ; Churnside, JH; Shaw, JA				Roddewig, Michael R.; Pust, Nathan J.; Churnside, James H.; Shaw, Joseph A.			Dual-polarization airborne lidar for freshwater fisheries management and research	OPTICAL ENGINEERING																Churnside, James/H-4873-2013; Manager, CSD Publications/B-2789-2015	Churnside, James/0000-0003-1586-2300; 												0091-3286	1560-2303				MAR	2017	56	3							031221	10.1117/1.OE.56.3.031221								WOS:000397207200022						
J	Zhou, YB; Sun, XJ; Zhang, CL; Zhang, RW; Li, Y; Li, HR				Zhou, Yongbo; Sun, Xuejin; Zhang, Chuanliang; Zhang, Riwei; Li, Yan; Li, Haoran			3D aerosol climatology over East Asia derived from CALIOP observations	ATMOSPHERIC ENVIRONMENT																													1352-2310	1873-2844				MAR	2017	152						503	518		10.1016/j.atmosenv.2017.01.013								WOS:000394400000044						
J	Vadakke-Chanat, S; Shanmugam, P; Ahn, YH				Vadakke-Chanat, Sayoob; Shanmugam, Palanisamy; Ahn, Yu-Hwan			A Model for Deriving the Spectral Backscattering Properties of Particles in Inland and Marine Waters From In Situ and Remote Sensing Data	IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING																	Shanmugam, Palanisamy/0000-0002-5659-4464												0196-2892	1558-0644				MAR	2017	55	3					1461	1476		10.1109/TGRS.2016.2624986								WOS:000396106700020						
J	Tulloch, VJ; Klein, CJ; Jupiter, SD; Tulloch, AIT; Roelfsema, C; Possingham, HP				Tulloch, Vivitskaia J.; Klein, Carissa J.; Jupiter, Stacy D.; Tulloch, Ayesha I. T.; Roelfsema, Chris; Possingham, Hugh P.			Trade-offs between data resolution, accuracy, and cost when choosing information to plan reserves for coral reef ecosystems	JOURNAL OF ENVIRONMENTAL MANAGEMENT																Tulloch, Ayesha/E-4408-2012	Tulloch, Ayesha/0000-0002-5866-1923; Jupiter, Stacy/0000-0001-9742-1677												0301-4797	1095-8630				MAR 1	2017	188						108	119		10.1016/j.jenvman.2016.11.070								WOS:000393260900013	27940319					
J	Painemal, D; Chiu, JYC; Minnis, P; Yost, C; Zhou, XL; Cadeddu, M; Eloranta, E; Lewis, ER; Ferrare, R; Kollias, P				Painemal, David; Chiu, J. -Y. Christine; Minnis, Patrick; Yost, Christopher; Zhou, Xiaoli; Cadeddu, Maria; Eloranta, Edwin; Lewis, Ernie R.; Ferrare, Richard; Kollias, Pavlos			Aerosol and cloud microphysics covariability in the northeast Pacific boundary layer estimated with ship-based and satellite remote sensing observations	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES																Minnis, Patrick/G-1902-2010; Chiu, Christine/E-5649-2013	Minnis, Patrick/0000-0002-4733-6148; Chiu, Christine/0000-0002-8951-6913; Painemal, David/0000-0002-1281-4672												2169-897X	2169-8996				FEB 27	2017	122	4					2403	2418		10.1002/2016JD025771								WOS:000396121200022						
J	Fox, CH; Huettmann, FH; Harvey, GKA; Morgan, KH; Robinson, J; Williams, R; Paquet, PC				Fox, C. H.; Huettmann, F. H.; Harvey, G. K. A.; Morgan, K. H.; Robinson, J.; Williams, R.; Paquet, P. C.			Predictions from machine learning ensembles: marine bird distribution and density on Canada's Pacific coast	MARINE ECOLOGY PROGRESS SERIES																													0171-8630	1616-1599				FEB 27	2017	566						199	216		10.3354/meps12030								WOS:000396051300015						
J	Tian, PF; Cao, XJ; Zhang, L; Sun, NX; Sun, L; Logan, T; Shi, JS; Wang, Y; Ji, YM; Lin, Y; Huang, ZW; Zhou, T; Shi, YY; Zhang, RY				Tian, Pengfei; Cao, Xianjie; Zhang, Lei; Sun, Naixiu; Sun, Lu; Logan, Timothy; Shi, Jinsen; Wang, Yuan; Ji, Yuemeng; Lin, Yun; Huang, Zhongwei; Zhou, Tian; Shi, Yingying; Zhang, Renyi			Aerosol vertical distribution and optical properties over China from long-term satellite and ground-based remote sensing	ATMOSPHERIC CHEMISTRY AND PHYSICS																Sun, Lu/O-6823-2016; Huang, Zhongwei/K-5484-2013; Zhou, Tian/H-2174-2016	Sun, Lu/0000-0001-6067-7978; Lin, Yun/0000-0001-8222-0346												1680-7316	1680-7324				FEB 17	2017	17	4					2509	2523		10.5194/acp-17-2509-2017								WOS:000395134800002						
J	Mccoy, DT; Bender, FAM; Mohrmann, JKC; Hartmann, DL; Wood, R; Grosvenor, DP				Mccoy, D. T.; Bender, F. A. -M.; Mohrmann, J. K. C.; Hartmann, D. L.; Wood, R.; Grosvenor, D. P.			The global aerosol-cloud first indirect effect estimated using MODIS, MERRA, and AeroCom	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES																Wood, Robert/A-2989-2008	Wood, Robert/0000-0002-1401-3828; McCoy, Daniel/0000-0003-1148-6475; Hartmann, Dennis/0000-0002-4495-7774												2169-897X	2169-8996				FEB 16	2017	122	3					1779	1796		10.1002/2016JD026141								WOS:000396119200023						
J	Jo, YH; Bi, H; Lee, J				Jo, Young-Heon; Bi, Hongsheng; Lee, Jongsuk			Potential Applications of Low Altitude Remote Sensing for Monitoring Jellyfish	KOREAN JOURNAL OF REMOTE SENSING																													1225-6161	2287-9307				FEB	2017	33	1					15	24		10.7780/kjrs.2017.33.1.2								WOS:000408873800002						
J	Lacava, T; Ciancia, E; Coviello, I; Di Polito, C; Grimaldi, CSL; Pergola, N; Satriano, V; Temimi, M; Zhao, J; Tramutoli, V				Lacava, Teodosio; Ciancia, Emanuele; Coviello, Irina; Di Polito, Carmine; Grimaldi, Caterina S. L.; Pergola, Nicola; Satriano, Valeria; Temimi, Marouane; Zhao, Jun; Tramutoli, Valerio			A MODIS-Based Robust Satellite Technique (RST) for Timely Detection of Oil Spilled Areas	REMOTE SENSING																Tramutoli, Valerio/E-6706-2011	Tramutoli, Valerio/0000-0003-3875-7909; Pergola, Nicola/0000-0001-7619-6685; lacava, teodosio/0000-0002-6732-4419; Zhao, Jun/0000-0002-2839-5345												2072-4292					FEB	2017	9	2							128	10.3390/rs9020128								WOS:000397013700030						
J	Coleman, AT; Pitchford, JL; Bailey, H; Solangi, M				Coleman, Andrew T.; Pitchford, Jonathan L.; Bailey, Helen; Solangi, Moby			Seasonal movements of immature Kemp's ridley sea turtles (Lepidochelys kempii) in the northern gulf of Mexico	AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS																													1052-7613	1099-0755				FEB	2017	27	1					253	267		10.1002/aqc.2656								WOS:000394898200019						
J	Overstreet, BT; Legleiter, CJ				Overstreet, Brandon T.; Legleiter, Carl J.			Removing sun glint from optical remote sensing images of shallow rivers	EARTH SURFACE PROCESSES AND LANDFORMS																	Legleiter, Carl/0000-0003-0940-8013; Overstreet, Brandon/0000-0001-7845-6671												0197-9337	1096-9837				FEB	2017	42	2					318	333		10.1002/esp.4063								WOS:000394689000006						
J	Merritt, JW; Connell, ER; Hall, AM				Merritt, Jon W.; Connell, E. Rodger; Hall, Adrian M.			Middle to Late Devensian glaciation of north-east Scotland: implications for the north-eastern quadrant of the last British-Irish ice sheet	JOURNAL OF QUATERNARY SCIENCE																													0267-8179	1099-1417				FEB	2017	32	2			SI		276	294		10.1002/jqs.2878								WOS:000394906600010						
J	Varunan, T; Shanmugam, P				Varunan, Theenathayalan; Shanmugam, Palanisamy			An optical tool for quantitative assessment of phycocyanin pigment concentration in cyanobacterial blooms within inland and marine environments	JOURNAL OF GREAT LAKES RESEARCH																	Shanmugam, Palanisamy/0000-0002-5659-4464												0380-1330					FEB	2017	43	1					32	49		10.1016/j.jglr.2016.11.001								WOS:000393255300004						
J	Rutten, J; de Jong, SM; Ruessink, G				Rutten, Jantien; de Jong, Steven M.; Ruessink, Gerben			Accuracy of Nearshore Bathymetry Inverted From X-Band Radar and Optical Video Data	IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING																	De Jong, Steven/0000-0002-1586-9601; Rutten, Jantien/0000-0003-0750-0721												0196-2892	1558-0644				FEB	2017	55	2					1106	1116		10.1109/TGRS.2016.2619481								WOS:000392391800038						
J	Pu, R; Bell, S				Pu, Ruiliang; Bell, Susan			Mapping seagrass coverage and spatial patterns with high spatial resolution IKONOS imagery	INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION																													0303-2434					FEB	2017	54						145	158		10.1016/j.jag.2016.09.011								WOS:000388776100014						
J	Lang, HT; Zhang, XY; Xi, YY; Zhang, X; Li, W				Lang, Haitao; Zhang, Xingyao; Xi, Yuyang; Zhang, Xi; Li, Wei			Dark-spot segmentation for oil spill detection based on multifeature fusion classification in single-pol synthetic aperture radar imagery	JOURNAL OF APPLIED REMOTE SENSING																													1931-3195					JAN 12	2017	11								015006	10.1117/1.JRS.11.015006								WOS:000397642600003						
J	Tsekeri, A; Amiridis, V; Marenco, F; Nenes, A; Marinou, E; Solomos, S; Rosenberg, P; Trembath, J; Nott, GJ; Allan, J; Le Breton, M; Bacak, A; Coe, H; Percival, C; Mihalopoulos, N				Tsekeri, Alexandra; Amiridis, Vassilis; Marenco, Franco; Nenes, Athanasios; Marinou, Eleni; Solomos, Stavros; Rosenberg, Phil; Trembath, Jamie; Nott, Graeme J.; Allan, James; Le Breton, Michael; Bacak, Asan; Coe, Hugh; Percival, Carl; Mihalopoulos, Nikolaos			Profiling aerosol optical, microphysical and hygroscopic properties in ambient conditions by combining in situ and remote sensing	ATMOSPHERIC MEASUREMENT TECHNIQUES																Tsekeri, Alexandra/L-5503-2013; Allan, James/B-1160-2010; Amiridis, Vassilis/G-6769-2012; Marinou, Eleni/K-5793-2013; Marenco, Franco/J-3667-2012	Allan, James/0000-0001-6492-4876; Amiridis, Vassilis/0000-0002-1544-7812; Marinou, Eleni/0000-0003-2631-6057; Marenco, Franco/0000-0002-1833-1102; Rosenberg, Phil/0000-0002-6920-0559; Coe, Hugh/0000-0002-3264-1713												1867-1381	1867-8548				JAN 6	2017	10	1					83	107		10.5194/amt-10-83-2017								WOS:000391281800001						
J	Li, H; He, XQ; Bai, Y; Chen, XY; Gong, F; Zhu, QK; Hu, ZF				Li, Hao; He, Xianqiang; Bai, Yan; Chen, Xiaoyan; Gong, Fang; Zhu, Qiankun; Hu, Zifeng			Assessment of satellite-based chlorophyll-a retrieval algorithms for high solar zenith angle conditions	JOURNAL OF APPLIED REMOTE SENSING																													1931-3195					JAN 5	2017	11								012004	10.1117/1.JRS.11.012004								WOS:000397640200001						
S	Hadjimitsis, DG; Themistocleous, K; Agapiou, A; Mamouri, R; Nisantzi, A; Papoutsa, C; Tzouvaras, M; Neoclous, K; Mettas, C; Michaelides, S		Themistocleous, K; Michaelides, S; Papadavid, G; Ambrosia, V; Schreier, G; Hadjimitsis, DG		Hadjimitsis, Diofantos G.; Themistocleous, Kyriacos; Agapiou, Athos; Mamouri, Rodanthi; Nisantzi, Argyro; Papoutsa, Christiana; Tzouvaras, Marios; Neoclous, Kyriacos; Mettas, Christodoulos; Michaelides, Silas			TEN YEARS RESEARCH ACTIVITIES IN EARTH OBSERVATION AT THE CYPRUS UNIVERSITY OF TECHNOLOGY	FIFTH INTERNATIONAL CONFERENCE ON REMOTE SENSING AND GEOINFORMATION OF THE ENVIRONMENT (RSCY2017)	Proceedings of SPIE				5th International Conference on Remote Sensing and Geoinformation of the Environment (RSCy)	MAR 20-23, 2017	Paphos, CYPRUS	Cyprus Remote Sensing Soc, European Space Agcy, NASA, Grp Earth Observat, German Aerosp Ctr, Minist Commun & Works, Dept Elect Commun, Cyprus Sci & Tech Chamber, Agr Res Inst, Dept Meteorol, HellasGIS, Neapolis Univ									Tzouvaras, Marios/0000-0002-4543-3112												0277-786X	1996-756X	978-1-5106-1353-9; 978-1-5106-1352-2				2017	10444								UNSP 104441Q	10.1117/12.2292345								WOS:000422619600061						
S	Papakonstantinou, A; Topouzelisc, K; Doukari, M		Themistocleous, K; Michaelides, S; Papadavid, G; Ambrosia, V; Schreier, G; Hadjimitsis, DG		Papakonstantinou, Apostolos; Topouzelisc, Konstantinos; Doukari, Michaela			UAS close range remote sensing for mapping coastal environments	FIFTH INTERNATIONAL CONFERENCE ON REMOTE SENSING AND GEOINFORMATION OF THE ENVIRONMENT (RSCY2017)	Proceedings of SPIE				5th International Conference on Remote Sensing and Geoinformation of the Environment (RSCy)	MAR 20-23, 2017	Paphos, CYPRUS	Cyprus Remote Sensing Soc, European Space Agcy, NASA, Grp Earth Observat, German Aerosp Ctr, Minist Commun & Works, Dept Elect Commun, Cyprus Sci & Tech Chamber, Agr Res Inst, Dept Meteorol, HellasGIS, Neapolis Univ																					0277-786X	1996-756X	978-1-5106-1353-9; 978-1-5106-1352-2				2017	10444								UNSP 1044418	10.1117/12.2278988								WOS:000422619600043						
S	Babichenko, S; Sobolev, I; Aleksejev, V; Soro, O		Bostater, CR; Mertikas, SP; Neyt, X; Babichenko, S		Babichenko, Sergey; Sobolev, Innokenti; Aleksejev, Valeri; Soro, Oliver			Real-time surveillance system for marine environment based on HLIF LiDAR	REMOTE SENSING OF THE OCEAN, SEA ICE, COASTAL WATERS, AND LARGE WATER REGIONS 2017	Proceedings of SPIE				Conference on Remote Sensing of the Ocean, Sea Ice, Coastal Waters, and Large Water Regions	SEP 11-12, 2017	Warsaw, POLAND	SPIE																					0277-786X	1996-756X	978-1-5106-1309-6; 978-1-5106-1308-9				2017	10422								UNSP 1042202	10.1117/12.2278355								WOS:000418795400001						
S	Hao, ZZ; Pan, DL; Gong, F; He, XQ; Wang, DF		Bostater, CR; Mertikas, SP; Neyt, X; Babichenko, S		Hao, Zengzhou; Pan, Delu; Gong, Fang; He, Xianqiang; Wang, Difeng			The Re-analysis for satellite retrieved Chlorophyll-a in East China Sea	REMOTE SENSING OF THE OCEAN, SEA ICE, COASTAL WATERS, AND LARGE WATER REGIONS 2017	Proceedings of SPIE				Conference on Remote Sensing of the Ocean, Sea Ice, Coastal Waters, and Large Water Regions	SEP 11-12, 2017	Warsaw, POLAND	SPIE																					0277-786X	1996-756X	978-1-5106-1309-6; 978-1-5106-1308-9				2017	10422								UNSP 1042213	10.1117/12.2278005								WOS:000418795400027						
S	Kim, D; Jung, HS		Bostater, CR; Mertikas, SP; Neyt, X; Babichenko, S		Kim, D.; Jung, H. -S.			Oil Spill Detection from TerraSAR-X Dual-polarized Images using Artificial Neural Network	REMOTE SENSING OF THE OCEAN, SEA ICE, COASTAL WATERS, AND LARGE WATER REGIONS 2017	Proceedings of SPIE				Conference on Remote Sensing of the Ocean, Sea Ice, Coastal Waters, and Large Water Regions	SEP 11-12, 2017	Warsaw, POLAND	SPIE																					0277-786X	1996-756X	978-1-5106-1309-6; 978-1-5106-1308-9				2017	10422								UNSP 1042205	10.1117/12.2278715								WOS:000418795400004						
S	Li, T; Bai, Y; Chen, XY; Zhu, QK; Gong, F; Wang, DF		Bostater, CR; Mertikas, SP; Neyt, X; Babichenko, S		Li, Teng; Bai, Yan; Chen, Xiaoyan; Zhu, Qiankun; Gong, Fang; Wang, Difeng			Longtime variation of phytoplankton in the South China Sea from the perspective of carbon fixation	REMOTE SENSING OF THE OCEAN, SEA ICE, COASTAL WATERS, AND LARGE WATER REGIONS 2017	Proceedings of SPIE				Conference on Remote Sensing of the Ocean, Sea Ice, Coastal Waters, and Large Water Regions	SEP 11-12, 2017	Warsaw, POLAND	SPIE																					0277-786X	1996-756X	978-1-5106-1309-6; 978-1-5106-1308-9				2017	10422								UNSP 1042216	10.1117/12.2278038								WOS:000418795400030						
B	Wang, WY; Yang, KC; Li, W; Min, X; Luo, M; Guo, WP			IEEE	Wang, Wanyan; Yang, Kecheng; Li, Wei; Min, Xia; Luo, Man; Guo Wenping			Measuring two-dimension scattering pattern of marine submicron particles	2017 CONFERENCE ON LASERS AND ELECTRO-OPTICS PACIFIC RIM (CLEO-PR)					Conference on Lasers and Electro-Optics Pacific Rim (CLEO-PR)	JUL 31-AUG 04, 2017	Singapore, SINGAPORE																								978-1-5090-6290-4				2017																		WOS:000417416900389						
S	Guo, LX; Huang, QQ; Cheng, MJ; Li, JT; Yan, X		Huang, B; Lopez, S; Wu, Z; Nascimento, JM; Li, J; Strotov, VV		Guo, Linxin; Huang, Qingqing; Cheng, Mingjian; Li, Jiangting; Yan, Xu			Remote sensing for aerosol particles in marine atmosphere using scattering of optical vortex	HIGH-PERFORMANCE COMPUTING IN GEOSCIENCE AND REMOTE SENSING VII	Proceedings of SPIE				Conference on High-Performance Computing in Geoscience and Remote Sensing VII	SEP 12-13, 2017	Warsaw, POLAND	SPIE																					0277-786X	1996-756X	978-1-5106-1325-6; 978-1-5106-1324-9				2017	10430								UNSP 104300M	10.1117/12.2279428								WOS:000417338700015						
B	Li, W; Zhang, HX; Osen, OL			ASME	Li, Wei; Zhang, Houxiang; Osen, Ottar L.			A UAV SAR PROTOTYPE FOR MARINE AND ARCTIC APPLICATION	PROCEEDINGS OF THE ASME 36TH INTERNATIONAL CONFERENCE ON OCEAN, OFFSHORE AND ARCTIC ENGINEERING, 2017, VOL 7B					36th ASME International Conference on Ocean, Offshore and Arctic Engineering	JUN 25-30, 2017	Trondheim, NORWAY	ASME, Ocean Offshore & Arctic Engn Div																							978-0-7918-5774-8				2017																		WOS:000417225300002						
S	Koracin, D; Dorman, CE		Koracin, D; Dorman, CE		Koracin, Darko; Dorman, Clive E.			Marine Fog: Challenges and Advancements in Observations, Modeling, and Forecasting Introduction	MARINE FOG: CHALLENGES AND ADVANCEMENTS IN OBSERVATIONS, MODELING, AND FORECASTING	Springer Atmospheric Sciences																												2194-5217		978-3-319-45229-6; 978-3-319-45227-2				2017							1	6		10.1007/978-3-319-45229-6_1	10.1007/978-3-319-45229-6							WOS:000417220400001						
S	Dorman, CE		Koracin, D; Dorman, CE		Dorman, Clive E.			Early and Recent Observational Techniques for Fog	MARINE FOG: CHALLENGES AND ADVANCEMENTS IN OBSERVATIONS, MODELING, AND FORECASTING	Springer Atmospheric Sciences																												2194-5217		978-3-319-45229-6; 978-3-319-45227-2				2017							153	244		10.1007/978-3-319-45229-6_3	10.1007/978-3-319-45229-6							WOS:000417220400003						
B	Schwegmann, CP; Kleynhans, W; Salmon, BP			IEEE	Schwegmann, C. P.; Kleynhans, W.; Salmon, B. P.			The Development of Deep Learning in Synthetic Aperture Radar Imagery	2017 INTERNATIONAL WORKSHOP ON REMOTE SENSING WITH INTELLIGENT PROCESSING (RSIP 2017)					International Workshop on Remote Sensing with Intelligent Processing (RSIP)	MAY 18-21, 2017	Shanghai, PEOPLES R CHINA	IEEE, IEEE Geoscience & Remote Sensing Soc, Fudan Univ, EMW Informat Key Lab, EDARS																							978-1-5386-1990-2				2017																		WOS:000414285000012						
B	Oprea, SO; Gil, P; Mira, D; Alacid, B		DeMarsico, M; DiBaja, GS; Fred, A		Oprea, Sergiu-Ovidiu; Gil, Pablo; Mira, Damian; Alacid, Beatriz			Candidate Oil Spill Detection in SLAR Data A Recurrent Neural Network-based Approach	ICPRAM: PROCEEDINGS OF THE 6TH INTERNATIONAL CONFERENCE ON PATTERN RECOGNITION APPLICATIONS AND METHODS					6th International Conference on Pattern Recognition Applications and Methods (ICPRAM)	FEB 24-26, 2017	Porto, PORTUGAL																								978-989-758-222-6				2017							372	377		10.5220/0006187103720377								WOS:000413240500043						
J	Schild, KM; Hawley, RL; Chipman, JW; Benn, DI				Schild, Kristin M.; Hawley, Robert L.; Chipman, Jonathan W.; Benn, Douglas I.			Quantifying suspended sediment concentration in subglacial sediment plumes discharging from two Svalbard tidewater glaciers using Landsat-8 and in situ measurements	INTERNATIONAL JOURNAL OF REMOTE SENSING																													0143-1161	1366-5901					2017	38	23					6865	6881		10.1080/01431161.2017.1365388								WOS:000412545900021						
J	Yu, X; Xiao, B; Liu, XY; Wang, YB; Cui, BL; Liu, X				Yu, Xiang; Xiao, Bei; Liu, Xiangyang; Wang, Yebao; Cui, Buli; Liu, Xin			Retrieval of remotely sensed sea surface salinity using MODIS data in the Chinese Bohai Sea	INTERNATIONAL JOURNAL OF REMOTE SENSING																													0143-1161	1366-5901					2017	38	23					7357	7373		10.1080/01431161.2017.1375570								WOS:000412545900045						
J	Nayak, S				Nayak, Shailesh			Coastal zone management in India - present status and future needs	GEO-SPATIAL INFORMATION SCIENCE																													1009-5020	1993-5153					2017	20	2			SI		174	183		10.1080/10095020.2017.1333715								WOS:000409348200011						
J	Xi, XJ				Xi Xianjie			Reversible logic parallel approach algorithm based on genetic algorithm and CUDA technology	AGRO FOOD INDUSTRY HI-TECH																													1722-6996	2035-4606				JAN-FEB	2017	28	1					2379	2382										WOS:000405992300112						
S	Stamnes, S; Stamnes, K; Li, W; Fan, YZ; Chen, N; Tanikawa, T; Stamnes, JJ		Davies, R; Egli, L; Schmutz, W		Stamnes, Snorre; Stamnes, Knut; Li, Wei; Fan, Yongzhen; Chen, Nan; Tanikawa, Tomonori; Stamnes, Jakob J.			What if MODIS could measure the Q Stokes parameter?	RADIATION PROCESSES IN THE ATMOSPHERE AND OCEAN	AIP Conference Proceedings				International Radiation Symposium (IRC/IAMAS) - Radiation Processes in the Atmosphere and Ocean	APR 16-22, 2016	Univ Auckland, Auckland, NEW ZEALAND	Univ Auckland, Dept Phys, Kipp & Zonen, EKO Instruments Europe B V	Univ Auckland																				0094-243X		978-0-7354-1478-5				2017	1810								UNSP 120008	10.1063/1.4975582								WOS:000405218500086						
S	Makboul, O; Negm, A; Mesbah, S; Mohasseb, M		Moldovan, L; Gligor, A		Makboul, Omar; Negm, Abdelazim; Mesbah, Saleh; Mohasseb, Mohamed			Performance Assessment of ANN in Estimating Remotely Sensed Extracted Bathymetry. Case Study: Eastern Harbor of Alexandria	10TH INTERNATIONAL CONFERENCE INTERDISCIPLINARITY IN ENGINEERING, INTER-ENG 2016	Procedia Engineering				10th International Conference on Interdisciplinarity in Engineering (INTER-ENG)	OCT 06-07, 2016	Tirgu Mures, ROMANIA										Negm, Abdelazim/0000-0002-4838-5558												1877-7058						2017	181						912	919		10.1016/j.proeng.2017.02.486								WOS:000404612700128						
J	Gong, JQ; Liu, ZJ; Yan, Q; Xu, QQ				Gong, Jin-Qi; Liu, Zhengjun; Yan, Qin; Xu, Qiangqiang			Object-Oriented Island Land Cover Change Detection by Iteratively Reweighted Multivariate Statistical Analysis	MARINE GEODESY																													0149-0419	1521-060X					2017	40	2-3			SI		87	103		10.1080/01490419.2017.1304472								WOS:000404253100003						
S	Zhu, CM; Zhang, X		Zhang, X; Wang, L; Jiang, X; Zhu, C		Zhu, Changming; Zhang, Xin			Coastal Remote Sensing	MODELING WITH DIGITAL OCEAN AND DIGITAL COAST	Coastal Research Library																												2211-0577		978-3-319-42710-2; 978-3-319-42708-9				2017	18						169	203		10.1007/978-3-319-42710-2_8	10.1007/978-3-319-42710-2							WOS:000399043100009						
